"Year","WEEK","Week Ending Date","REGION","State","City","Pneumonia and Influenza Deaths","All Deaths","<1 year (all cause deaths)","1-24 years (all cause deaths)","25-44 years","45-64 years (all cause deaths)","65+ years (all cause deaths)"
"2001","19","05/12/2001","2","NJ","Trenton","3","24","1","1","1","8","13"
"2001","19","05/12/2001","5","FL","Tampa","9","171","0","1","7","45","118"
"2001","19","05/12/2001","7","AR","Little Rock","2","81","1","4","6","13","57"
"2001","19","05/12/2001","8","CO","Denver","9","108","4","4","9","23","68"
"2001","19","05/12/2001","9","CA","Fresno","4","106","1","2","6","21","76"
"2001","21","05/26/2001","1","MA","Springfield","3","41","1","1","4","4","31"
"2001","21","05/26/2001","2","NY","Rochester","7","117","3","2","1","21","90"
"2001","21","05/26/2001","3","IL","Rockford","5","45","1","0","2","10","32"
"2001","23","06/09/2001","7","TX","El Paso","4","89","2","0","5","14","68"
"2001","24","06/16/2001","2","PA","Erie","1","41","0","3","0","8","30"
"2001","24","06/16/2001","3","IN","South Bend","5","45","0","1","1","7","36"
"2001","25","06/23/2001","6","TN","Knoxville","2","101","1","1","7","15","77"
"2001","25","06/23/2001","7","LA","Shreveport","6","79","2","2","6","15","54"
"2001","25","06/23/2001","9","CA","Sacramento","25","209","4","5","8","44","148"
"2001","26","06/30/2001","2","PA","Erie","4","48","2","0","3","15","28"
"2001","28","07/14/2001","6","AL","Mobile","1","54","0","1","1","9","43"
"2001","28","07/14/2001","8","CO","Denver","8","119","2","2","15","21","79"
"2001","29","07/21/2001","1","CT","Waterbury","5","27","0","0","2","2","23"
"2001","29","07/21/2001","5","GA","Atlanta","0","141","3","7","10","32","89"
"2001","29","07/21/2001","8","CO","Denver","11","114","3","4","12","24","71"
"2001","31","08/04/2001","1","MA","Springfield","1","44","0","2","1","4","37"
"2001","31","08/04/2001","6","TN","Knoxville","7","82","2","1","6","17","56"
"2001","31","08/04/2001","8","CO","Colorado Springs","2","54","0","1","5","15","33"
"2001","33","08/18/2001","7","LA","New Orleans","7","66","11","3","6","9","35"
"2001","33","08/18/2001","8","CO","Colorado Springs","1","59","3","1","8","9","38"
"2001","33","08/18/2001","9","CA","San Francisco","13","124","2","1","7","30","84"
"2001","34","08/25/2001","2","NJ","Jersey City","0","44","0","2","3","8","31"
"2001","35","09/01/2001","1","MA","Worcester","6","53","1","1","3","6","42"
"2001","35","09/01/2001","3","WI","Milwaukee","13","120","3","2","10","27","77"
"2001","36","09/08/2001","1","RI","Providence","0","48","2","3","0","9","34"
"2001","36","09/08/2001","3","IN","South Bend","0","55","2","0","1","15","37"
"2001","38","09/22/2001","3","MI","Detroit","10","181","4","2","18","63","94"
"2001","38","09/22/2001","4","KS","Wichita",NA,NA,NA,NA,NA,NA,NA
"2001","38","09/22/2001","6","TN","Chattanooga","5","77","0","0","5","22","50"
"2001","39","09/29/2001","3","OH","Toledo","3","81","2","3","3","22","51"
"2001","41","10/13/2001","3","MI","Detroit","16","166","5","7","25","37","92"
"2001","43","10/27/2001","1","MA","Cambridge","2","22","0","0","1","3","18"
"2001","43","10/27/2001","1","MA","Lowell","3","21","1","0","0","2","18"
"2001","43","10/27/2001","2","NY","New York","40","1493","15","32","386","381","679"
"2001","43","10/27/2001","4","MN","Saint Paul","2","85","1","1","3","12","68"
"2001","44","11/03/2001","2","NY","Yonkers","1","21","0","0","0","4","17"
"2001","44","11/03/2001","5","NC","Charlotte","8","124","2","2","13","23","84"
"2001","44","11/03/2001","6","AL","Mobile","4","51","1","1","4","13","32"
"2001","44","11/03/2001","9","CA","Long Beach","6","74","3","2","7","12","50"
"2001","45","11/10/2001","3","OH","Cleveland","6","130","2","2","10","27","89"
"2001","46","11/17/2001","4","MN","Duluth","4","29","1","0","2","5","21"
"2001","46","11/17/2001","5","GA","Atlanta","7","143","0","4","17","34","88"
"2001","48","12/01/2001","9","OR","Portland","6","181","6","4","13","25","133"
"2001","49","12/08/2001","1","CT","New Haven","5","38","2","1","3","5","27"
"2001","50","12/15/2001","3","OH","Akron","8","53","4","2","1","5","41"
"2002","1","01/05/2002","2","NJ","Elizabeth","0","26","0","0","1","4","21"
"2002","2","01/12/2002","3","MI","Grand Rapids","4","74","0","1","8","9","56"
"2002","2","01/12/2002","4","MN","Duluth","1","19","0","0","0","2","17"
"2002","3","01/19/2002","2","NJ","Jersey City","0","59","0","2","5","11","41"
"2002","5","02/02/2002","6","TN","Nashville","13","147","3","5","10","33","96"
"2002","5","02/02/2002","7","OK","Tulsa","8","150","2","3","3","29","113"
"2002","5","02/02/2002","9","CA","Fresno","19","161","2","8","8","18","125"
"2002","6","02/09/2002","3","OH","Cincinnati","14","98","1","4","2","17","71"
"2002","7","02/16/2002","7","AR","Little Rock","3","75","3","0","4","15","53"
"2002","8","02/23/2002","5","FL","Saint Petersburg","5","56","1","0","3","2","50"
"2002","9","03/02/2002","2","NY","Buffalo","16","120","4","1","3","19","93"
"2002","9","03/02/2002","4","NE","Omaha","10","76","1","2","6","11","56"
"2002","10","03/09/2002","2","NJ","Trenton","1","28","0","0","2","8","18"
"2002","10","03/09/2002","5","GA","Atlanta","0","170","12","2","21","41","94"
"2002","10","03/09/2002","8","NM","Albuquerque","12","138","4","4","15","16","99"
"2002","11","03/16/2002","9","CA","Long Beach","13","85","0","0","6","16","63"
"2002","12","03/23/2002","3","IN","South Bend",NA,NA,NA,NA,NA,NA,NA
"2002","12","03/23/2002","9","HI","Honolulu","9","97","1","4","4","20","68"
"2002","13","03/30/2002","1","CT","Bridgeport",NA,NA,NA,NA,NA,NA,NA
"2002","13","03/30/2002","1","MA","Boston","15","136","6","2","13","27","88"
"2002","13","03/30/2002","3","OH","Canton","5","41","1","0","1","5","34"
"2002","13","03/30/2002","7","TX","Corpus Christi","5","51","1","2","2","7","39"
"2002","13","03/30/2002","8","CO","Colorado Springs","7","79","2","3","5","19","50"
"2002","14","04/06/2002","5","FL","Miami","11","103","0","2","13","23","65"
"2002","15","04/13/2002","1","CT","Hartford",NA,NA,NA,NA,NA,NA,NA
"2002","16","04/20/2002","2","NJ","Trenton","1","20","2","0","1","3","14"
"2002","16","04/20/2002","2","NY","New York","51","1150","24","25","88","237","776"
"2002","17","04/27/2002","4","MO","Saint Louis","0","122","3","5","9","26","79"
"2002","17","04/27/2002","7","TX","Corpus Christi","0","41","0","1","3","9","28"
"2002","17","04/27/2002","9","WA","Seattle","6","149","3","3","11","38","94"
"2002","18","05/04/2002","1","RI","Providence",NA,NA,NA,NA,NA,NA,NA
"2002","18","05/04/2002","2","NJ","Camden","1","25","0","1","3","6","15"
"2002","18","05/04/2002","9","CA","Sacramento","28","205","3","6","13","31","152"
"2002","19","05/11/2002","1","MA","Lynn","0","16","0","1","0","0","15"
"2002","20","05/18/2002","3","IN","Evansville","8","49","2","0","0","8","39"
"2002","24","06/15/2002","7","TX","Dallas","11","215","10","9","25","53","118"
"2002","25","06/22/2002","8","NM","Albuquerque","5","110","4","5","11","23","67"
"2002","27","07/06/2002","2","NJ","Paterson","1","17","0","0","0","5","12"
"2002","28","07/13/2002","5","VA","Norfolk","5","70","2","2","8","18","40"
"2002","29","07/20/2002","9","CA","Santa Cruz","2","32","0","1","0","7","24"
"2002","31","08/03/2002","2","PA","Philadelphia","13","191","3","7","8","45","128"
"2002","31","08/03/2002","2","PA","Reading","2","18","1","0","4","1","12"
"2002","35","08/31/2002","7","LA","New Orleans",NA,NA,NA,NA,NA,NA,NA
"2002","38","09/21/2002","5","GA","Savannah","2","51","0","2","4","13","32"
"2002","40","10/05/2002","3","OH","Youngstown","0","44","0","1","0","12","31"
"2002","41","10/12/2002","1","MA","Lowell","3","25","0","0","0","5","20"
"2002","41","10/12/2002","2","PA","Pittsburgh","4","119","0","1","4","37","77"
"2002","42","10/19/2002","1","MA","Somerville","0","3","0","0","0","0","3"
"2002","42","10/19/2002","9","WA","Spokane","4","52","0","0","2","6","44"
"2002","43","10/26/2002","3","OH","Akron","1","62","2","1","7","15","32"
"2002","44","11/02/2002","5","FL","Saint Petersburg","2","61","0","1","6","5","49"
"2002","45","11/09/2002","8","UT","Ogden","7","26","0","0","3","3","20"
"2002","46","11/16/2002","5","DC","Washington","2","148","6","4","17","41","80"
"2002","47","11/23/2002","2","NY","Yonkers","5","29","0","0","3","3","23"
"2002","48","11/30/2002","1","MA","Lowell","2","33","2","0","0","2","29"
"2002","48","11/30/2002","7","TX","San Antonio","11","204","9","11","18","43","123"
"2003","53","01/03/2004","2","PA","Scranton","5","47","0","0","1","5","41"
"2003","2","01/11/2003","4","KS","Wichita","6","108","3","6","2","14","83"
"2003","2","01/11/2003","5","DE","Wilimington","5","20","0","1","1","3","15"
"2003","2","01/11/2003","5","FL","Tampa","23","251","6","4","13","46","181"
"2003","3","01/18/2003","1","CT","Hartford","11","49","1","1","2","6","39"
"2003","5","02/01/2003","4","MN","Saint Paul","6","53","1","3","5","6","38"
"2003","6","02/08/2003","5","VA","Richmond",NA,NA,NA,NA,NA,NA,NA
"2003","6","02/08/2003","6","TN","Memphis","22","206","1","2","13","49","141"
"2003","9","03/01/2003","1","CT","Waterbury","4","27","0","0","2","4","21"
"2003","10","03/08/2003","3","IL","Chicago","21","317","7","13","32","78","187"
"2003","11","03/15/2003","3","MI","Detroit","17","202","1","3","21","56","121"
"2003","12","03/22/2003","7","TX","San Antonio","23","218","8","2","14","53","141"
"2003","13","03/29/2003","2","NJ","Camden","3","32","0","0","4","9","19"
"2003","15","04/12/2003","3","IN","Evansville","5","56","1","1","1","13","40"
"2003","15","04/12/2003","5","DC","Washington","7","199","3","2","16","47","131"
"2003","15","04/12/2003","9","CA","San Francisco","25","123","1","2","10","24","86"
"2003","17","04/26/2003","1","RI","Providence","0","44","0","1","2","6","35"
"2003","17","04/26/2003","8","AZ","Phoenix","13","140","7","3","17","23","89"
"2003","20","05/17/2003","1","CT","Bridgeport","3","31","0","1","4","4","22"
"2003","20","05/17/2003","3","OH","Cleveland","3","109","1","1","9","21","77"
"2003","21","05/24/2003","5","DE","Wilimington","4","24","0","0","3","4","17"
"2003","21","05/24/2003","7","TX","Houston","29","366","12","14","44","77","219"
"2003","22","05/31/2003","8","CO","Denver","6","98","1","1","9","18","69"
"2003","23","06/07/2003","3","IN","Indianapolis","12","199","12","4","14","40","129"
"2003","25","06/21/2003","2","PA","Erie","3","47","0","0","3","15","29"
"2003","25","06/21/2003","8","NM","Albuquerque","4","104","4","2","8","25","65"
"2003","27","07/05/2003","1","MA","Cambridge","0","12","0","0","0","3","9"
"2003","27","07/05/2003","1","MA","Springfield","4","28","1","0","2","7","18"
"2003","27","07/05/2003","9","CA","Sacramento","15","205","2","8","6","45","144"
"2003","28","07/12/2003","4","KS","Kansas City","1","3","0","1","0","1","1"
"2003","30","07/26/2003","1","MA","Boston","20","153","8","0","13","33","99"
"2003","33","08/16/2003","3","OH","Columbus","22","200","9","5","20","46","120"
"2003","35","08/30/2003","1","CT","Hartford","5","45","0","0","0","11","34"
"2003","37","09/13/2003","3","OH","Toledo","8","98","2","2","4","19","71"
"2003","39","09/27/2003","8","CO","Pueblo","0","25","0","0","2","4","19"
"2003","40","10/04/2003","1","CT","Bridgeport","0","16","0","0","0","6","10"
"2003","41","10/11/2003","6","TN","Memphis","7","134","3","4","12","35","80"
"2003","42","10/18/2003","5","NC","Charlotte","9","115","1","6","6","33","69"
"2003","42","10/18/2003","6","AL","Mobile","2","93","3","1","3","21","65"
"2003","42","10/18/2003","6","KY","Lexington","1","47","0","0","4","8","35"
"2003","43","10/25/2003","9","CA","Long Beach","8","62","0","0","5","12","45"
"2003","44","11/01/2003","1","MA","Cambridge","1","17","0","0","0","6","11"
"2003","44","11/01/2003","3","OH","Toledo","5","82","1","1","4","12","64"
"2003","44","11/01/2003","9","HI","Honolulu","8","81","1","2","4","16","58"
"2003","46","11/15/2003","9","CA","San Jose","22","151","3","0","9","34","105"
"2003","46","11/15/2003","9","WA","Seattle","4","112","4","3","2","18","85"
"2003","49","12/06/2003","1","MA","Springfield","6","45","0","0","3","8","34"
"2003","49","12/06/2003","2","PA","Scranton","3","36","0","0","1","7","28"
"2003","50","12/13/2003","3","MI","Grand Rapids","5","61","3","0","3","9","46"
"2003","52","12/27/2003","7","TX","Houston","26","393","18","13","30","105","227"
"2004","52","01/01/2005","1","CT","New Haven","11","63","0","0","8","9","46"
"2004","1","01/10/2004","9","CA","San Jose","18","169","4","9","8","33","115"
"2004","2","01/17/2004","3","IN","Gary","2","35","1","1","2","10","21"
"2004","3","01/24/2004","4","KS","Kansas City","6","34","2","0","2","6","24"
"2004","3","01/24/2004","9","CA","San Francisco","5","71","1","0","6","15","49"
"2004","3","01/24/2004","9","HI","Honolulu","9","94","3","0","4","12","75"
"2004","5","02/07/2004","7","LA","New Orleans","0","39","0","2","7","13","17"
"2004","5","02/07/2004","8","UT","Ogden","5","40","0","0","0","5","35"
"2004","7","02/21/2004","3","IL","Chicago","19","358","15","8","24","95","213"
"2004","7","02/21/2004","3","OH","Youngstown","1","68","0","0","5","12","51"
"2004","7","02/21/2004","3","WI","Milwaukee","5","102","0","1","6","26","69"
"2004","7","02/21/2004","9","CA","Pasadena","3","36","0","0","1","5","30"
"2004","8","02/28/2004","1","MA","Lowell","1","24","0","2","0","1","21"
"2004","8","02/28/2004","3","OH","Toledo","4","91","3","0","7","22","59"
"2004","9","03/06/2004","2","PA","Philadelphia","24","347","1","2","14","71","258"
"2004","11","03/20/2004","2","NJ","Jersey City","0","45","0","0","2","6","37"
"2004","12","03/27/2004","3","OH","Akron","3","38","0","0","2","4","32"
"2004","12","03/27/2004","9","WA","Tacoma","6","117","1","1","4","24","87"
"2004","13","04/03/2004","5","VA","Richmond","4","69","0","3","6","18","42"
"2004","16","04/24/2004","2","NY","Albany","6","46","1","0","2","8","35"
"2004","21","05/29/2004","6","KY","Lexington","8","83","0","4","3","23","53"
"2004","22","06/05/2004","2","NJ","Camden","1","25","2","1","1","6","15"
"2004","22","06/05/2004","3","OH","Cincinnati","0","62","1","2","5","20","34"
"2004","22","06/05/2004","5","FL","Saint Petersburg","7","67","3","2","4","11","47"
"2004","23","06/12/2004","2","NJ","Jersey City","0","34","0","2","5","5","22"
"2004","23","06/12/2004","2","PA","Allentown","0","17","0","0","0","1","16"
"2004","23","06/12/2004","2","PA","Scranton","1","28","0","0","2","5","21"
"2004","24","06/19/2004","1","MA","Worcester","3","41","1","1","2","10","27"
"2004","24","06/19/2004","2","PA","Pittsburgh","11","136","3","1","4","25","103"
"2004","25","06/26/2004","1","CT","Bridgeport","2","24","0","0","1","7","16"
"2004","25","06/26/2004","1","MA","Lowell","2","21","0","0","3","1","17"
"2004","25","06/26/2004","3","IN","Evansville","0","35","0","0","1","12","22"
"2004","26","07/03/2004","3","MI","Grand Rapids","4","25","0","0","0","1","24"
"2004","26","07/03/2004","5","MD","Baltimore","19","174","4","8","18","37","107"
"2004","31","08/07/2004","4","NE","Lincoln","5","35","0","0","3","6","26"
"2004","31","08/07/2004","8","CO","Denver","4","104","8","5","7","28","55"
"2004","33","08/21/2004","9","CA","Sacramento","8","184","4","7","17","40","116"
"2004","34","08/28/2004","3","WI","Milwaukee","10","92","5","0","7","22","58"
"2004","35","09/04/2004","3","IN","Fort Wayne","1","57","5","1","2","12","37"
"2004","36","09/11/2004","2","PA","Erie","0","42","0","1","1","5","35"
"2004","37","09/18/2004","2","PA","Erie","2","45","0","0","1","10","34"
"2004","38","09/25/2004","1","CT","Waterbury","0","16","0","0","1","1","14"
"2004","38","09/25/2004","2","NY","Buffalo","2","76","3","3","3","20","47"
"2004","38","09/25/2004","3","IL","Peoria","2","59","2","3","9","17","28"
"2004","38","09/25/2004","6","KY","Lexington","3","33","0","1","1","9","22"
"2004","38","09/25/2004","8","UT","Ogden","2","44","2","1","1","12","28"
"2004","39","10/02/2004","3","OH","Cleveland","6","184","1","1","5","31","146"
"2004","40","10/09/2004","5","NC","Charlotte","8","117","2","0","8","20","87"
"2004","41","10/16/2004","7","LA","Shreveport","4","50","2","1","6","9","32"
"2004","43","10/30/2004","3","IN","Evansville","0","47","0","2","4","6","35"
"2004","44","11/06/2004","1","CT","New Haven","6","47","0","0","4","10","33"
"2004","46","11/20/2004","3","IN","Evansville","1","62","1","1","1","16","43"
"2004","47","11/27/2004","2","NJ","Jersey City","0","19","0","0","3","10","6"
"2004","47","11/27/2004","2","NY","Buffalo","14","73","2","1","2","18","50"
"2004","47","11/27/2004","3","IN","South Bend",NA,NA,NA,NA,NA,NA,NA
"2004","47","11/27/2004","6","TN","Chattanooga","6","61","0","1","4","12","44"
"2004","48","12/04/2004","5","FL","Tampa","14","223","3","7","16","41","156"
"2004","48","12/04/2004","6","TN","Knoxville","5","156","2","7","7","32","107"
"2004","49","12/11/2004","3","MI","Grand Rapids","8","91","3","2","1","16","69"
"2004","49","12/11/2004","4","MN","Minneapolis","5","68","4","3","9","13","39"
"2004","50","12/18/2004","2","PA","Pittsburgh","11","128","2","5","6","31","84"
"2004","51","12/25/2004","8","CO","Denver",NA,NA,NA,NA,NA,NA,NA
"2005","1","01/08/2005","6","KY","Lexington","2","50","1","2","7","12","28"
"2005","1","01/08/2005","8","UT","Salt Lake City","14","129","4","0","3","26","96"
"2005","2","01/15/2005","8","AZ","Phoenix","3","80","3","1","6","17","53"
"2005","2","01/15/2005","9","HI","Honolulu","10","100","1","2","6","25","66"
"2005","3","01/22/2005","8","UT","Salt Lake City","11","93","0","4","5","17","67"
"2005","6","02/12/2005","4","NE","Lincoln","5","44","0","1","2","10","31"
"2005","6","02/12/2005","7","LA","Baton Rouge","1","33","1","2","1","5","24"
"2005","6","02/12/2005","9","CA","Glendale","2","26","0","0","2","6","18"
"2005","7","02/19/2005","2","PA","Philadelphia","9","174","4","7","10","50","103"
"2005","9","03/05/2005","3","IN","Evansville","3","58","1","1","3","10","43"
"2005","10","03/12/2005","7","TX","Dallas","15","211","9","7","14","52","129"
"2005","11","03/19/2005","1","MA","Boston","19","194","8","12","11","37","126"
"2005","11","03/19/2005","9","CA","Santa Cruz","3","29","0","1","2","6","20"
"2005","13","04/02/2005","7","TX","Corpus Christi","1","66","0","0","3","13","50"
"2005","14","04/09/2005","1","MA","Worcester","9","71","0","0","7","13","51"
"2005","14","04/09/2005","3","IL","Rockford","4","54","1","0","1","14","38"
"2005","15","04/16/2005","2","NJ","Paterson","0","12","0","0","2","4","6"
"2005","15","04/16/2005","5","VA","Norfolk","2","55","4","3","2","13","33"
"2005","16","04/23/2005","3","IN","Indianapolis","15","193","8","3","8","33","141"
"2005","16","04/23/2005","5","GA","Atlanta","8","129","2","5","11","28","83"
"2005","17","04/30/2005","3","MI","Grand Rapids","7","61","4","0","2","11","44"
"2005","18","05/07/2005","8","UT","Ogden","3","20","0","0","2","2","16"
"2005","19","05/14/2005","3","OH","Youngstown","4","51","0","1","1","6","43"
"2005","20","05/21/2005","7","TX","Fort Worth","1","113","3","4","5","27","74"
"2005","21","05/28/2005","4","MO","Saint Louis","12","124","4","8","16","31","64"
"2005","21","05/28/2005","5","GA","Savannah","2","59","0","2","2","15","40"
"2005","22","06/04/2005","3","IL","Rockford","0","47","0","1","4","6","36"
"2005","23","06/11/2005","3","MI","Grand Rapids","2","50","1","1","7","10","31"
"2005","24","06/18/2005","6","AL","Mobile","2","72","1","1","3","24","43"
"2005","26","07/02/2005","3","OH","Columbus","9","175","4","4","16","43","108"
"2005","27","07/09/2005","2","NY","Albany","2","44","0","1","2","7","34"
"2005","27","07/09/2005","3","IN","Evansville","0","44","0","0","0","9","35"
"2005","27","07/09/2005","9","CA","San Francisco","7","86","2","5","6","18","55"
"2005","28","07/16/2005","3","IN","Indianapolis","4","192","6","9","11","44","122"
"2005","28","07/16/2005","6","TN","Memphis","7","134","5","3","14","38","74"
"2005","29","07/23/2005","1","CT","New Haven","11","45","1","2","1","7","34"
"2005","30","07/30/2005","2","NY","Schenectady","2","13","0","1","1","2","9"
"2005","30","07/30/2005","4","NE","Omaha","2","73","2","4","6","17","44"
"2005","30","07/30/2005","5","GA","Savannah","3","59","7","1","5","11","35"
"2005","31","08/06/2005","2","NJ","Elizabeth","1","9","0","0","0","1","8"
"2005","31","08/06/2005","3","IN","Gary","2","14","1","2","1","4","6"
"2005","31","08/06/2005","6","TN","Chattanooga","4","90","2","2","5","26","55"
"2005","33","08/20/2005","1","CT","Bridgeport","1","27","1","0","2","5","19"
"2005","34","08/27/2005","3","IN","South Bend","1","35","0","0","2","6","27"
"2005","38","09/24/2005","4","IA","Des Moines","5","70","2","2","1","14","51"
"2005","39","10/01/2005","4","MO","Saint Louis","4","91","4","4","9","24","50"
"2005","40","10/08/2005","2","NY","New York","38","949","12","20","69","187","660"
"2005","40","10/08/2005","7","LA","Baton Rouge","5","54","0","0","2","11","41"
"2005","40","10/08/2005","9","CA","San Francisco","12","91","4","2","7","21","57"
"2005","41","10/15/2005","4","MO","Kansas City","3","62","2","3","1","16","40"
"2005","43","10/29/2005","8","CO","Denver","3","86","3","4","7","22","50"
"2005","44","11/05/2005","2","NY","Yonkers","2","26","0","1","0","3","22"
"2005","44","11/05/2005","3","OH","Youngstown","2","48","0","2","1","6","39"
"2005","45","11/12/2005","3","IL","Peoria","2","35","0","0","3","7","25"
"2005","45","11/12/2005","9","WA","Seattle","3","96","1","1","4","28","62"
"2005","46","11/19/2005","4","IA","Des Moines","3","49","0","0","3","15","31"
"2005","46","11/19/2005","8","AZ","Tucson","8","146","2","3","11","30","100"
"2005","46","11/19/2005","8","CO","Denver","6","91","3","5","7","23","53"
"2005","48","12/03/2005","2","NY","Buffalo","10","87","2","4","4","22","55"
"2005","48","12/03/2005","5","VA","Richmond","4","77","6","5","3","21","42"
"2005","50","12/17/2005","2","NJ","Paterson","1","23","2","1","0","9","11"
"2006","1","01/07/2006","7","OK","Tulsa","1","135","6","3","5","29","92"
"2006","3","01/21/2006","2","PA","Allentown","0","27","0","0","2","5","20"
"2006","4","01/28/2006","5","VA","Norfolk","0","44","1","1","4","9","29"
"2006","5","02/04/2006","6","TN","Memphis","13","139","1","5","10","32","91"
"2006","6","02/11/2006","7","LA","Baton Rouge","0","36","0","2","3","3","28"
"2006","6","02/11/2006","9","HI","Honolulu","0","66","0","0","1","8","57"
"2006","7","02/18/2006","5","DE","Wilimington","0","13","0","0","0","6","7"
"2006","7","02/18/2006","5","VA","Richmond","2","56","0","3","3","15","35"
"2006","8","02/25/2006","3","IL","Chicago","24","243","11","8","19","73","132"
"2006","8","02/25/2006","9","CA","San Francisco","6","92","1","5","5","21","60"
"2006","8","02/25/2006","9","WA","Spokane","4","64","0","2","8","4","50"
"2006","9","03/04/2006","8","ID","Boise","5","55","2","2","1","9","41"
"2006","11","03/18/2006","4","MN","Duluth","1","27","1","0","3","4","19"
"2006","11","03/18/2006","6","AL","Birmingham","16","245","7","6","9","70","153"
"2006","13","04/01/2006","3","OH","Columbus","14","200","5","3","5","50","137"
"2006","15","04/15/2006","9","CA","Sacramento","38","304","10","11","16","63","204"
"2006","16","04/22/2006","2","NJ","Jersey City","0","45","0","0","8","6","31"
"2006","17","04/29/2006","4","KS","Kansas City","3","34","1","1","1","9","21"
"2006","17","04/29/2006","9","CA","Glendale","0","16","0","0","0","0","16"
"2006","18","05/06/2006","2","NJ","Newark","6","58","1","1","8","16","32"
"2006","20","05/20/2006","2","PA","Philadelphia","19","319","9","7","18","90","195"
"2006","20","05/20/2006","7","LA","Shreveport","6","47","1","1","4","12","29"
"2006","21","05/27/2006","2","NJ","Newark","1","49","3","1","7","20","18"
"2006","21","05/27/2006","5","VA","Norfolk","1","34","2","1","5","4","22"
"2006","22","06/03/2006","2","NY","New York","33","1018","10","16","71","215","705"
"2006","23","06/10/2006","5","FL","Miami","2","116","6","3","9","19","79"
"2006","23","06/10/2006","7","OK","Tulsa","5","158","1","3","7","32","115"
"2006","24","06/17/2006","2","NY","Syracuse","3","59","0","1","4","14","40"
"2006","24","06/17/2006","6","TN","Memphis","14","159","2","4","21","40","92"
"2006","25","06/24/2006","7","LA","Shreveport","8","81","4","6","4","18","49"
"2006","26","07/01/2006","7","TX","Houston","13","341","11","18","28","87","197"
"2006","27","07/08/2006","2","NJ","Trenton","0","35","0","1","3","6","25"
"2006","27","07/08/2006","5","FL","Tampa","5","142","4","3","10","32","93"
"2006","27","07/08/2006","9","HI","Honolulu","0","53","0","2","5","14","32"
"2006","28","07/15/2006","5","FL","Tampa","12","199","1","5","21","50","122"
"2006","28","07/15/2006","9","CA","Pasadena","3","29","1","3","1","3","21"
"2006","30","07/29/2006","3","IL","Chicago","22","376","12","15","52","97","198"
"2006","30","07/29/2006","7","TX","El Paso","4","99","2","2","6","21","68"
"2006","31","08/05/2006","7","TX","San Antonio","8","222","7","7","7","52","149"
"2006","31","08/05/2006","9","CA","San Jose","12","213","2","3","8","49","151"
"2006","31","08/05/2006","9","CA","Santa Cruz","2","33","0","1","0","6","26"
"2006","32","08/12/2006","5","FL","Jacksonville","11","160","5","1","17","43","92"
"2006","32","08/12/2006","6","TN","Knoxville","3","90","5","1","4","21","59"
"2006","33","08/19/2006","3","IN","Gary","0","18","0","0","2","7","9"
"2006","33","08/19/2006","8","CO","Colorado Springs","1","74","3","0","5","16","50"
"2006","34","08/26/2006","1","MA","Lynn","1","5","0","1","1","1","2"
"2006","34","08/26/2006","6","TN","Nashville","7","151","6","6","12","35","92"
"2006","36","09/09/2006","2","NJ","Newark","1","21","1","1","6","5","8"
"2006","37","09/16/2006","7","TX","El Paso","5","104","2","1","8","24","69"
"2006","38","09/23/2006","7","AR","Little Rock","2","96","0","7","20","16","53"
"2006","39","09/30/2006","2","NY","Syracuse","17","133","2","3","3","27","98"
"2006","39","09/30/2006","4","MO","Saint Louis","4","110","4","6","17","33","50"
"2006","42","10/21/2006","1","MA","Fall River","4","30","2","0","1","4","23"
"2006","46","11/18/2006","1","MA","New Bedford","2","27","0","0","1","5","21"
"2006","47","11/25/2006","1","MA","Cambridge","0","15","0","0","0","2","13"
"2006","47","11/25/2006","2","NJ","Paterson","0","18","0","1","0","8","9"
"2006","47","11/25/2006","9","CA","Sacramento","12","139","4","2","8","28","97"
"2006","49","12/09/2006","1","CT","Hartford","5","52","0","3","4","9","36"
"2006","49","12/09/2006","9","CA","Santa Cruz","0","30","0","0","2","5","23"
"2006","50","12/16/2006","6","TN","Nashville","9","144","6","3","12","34","89"
"2006","51","12/23/2006","2","NY","Albany","1","46","2","1","3","7","33"
"2006","51","12/23/2006","3","MI","Lansing","2","32","1","0","1","6","24"
"2006","51","12/23/2006","6","AL","Birmingham","13","221","1","1","17","54","148"
"2006","52","12/30/2006","3","IN","Evansville","2","33","0","0","6","6","21"
"2007","1","01/06/2007","1","MA","Boston","13","146","5","2","5","29","105"
"2007","1","01/06/2007","3","IN","Evansville","0","52","0","0","0","15","37"
"2007","1","01/06/2007","8","UT","Ogden","2","33","0","1","1","4","27"
"2007","3","01/20/2007","3","OH","Akron","1","41","3","2","0","8","28"
"2007","4","01/27/2007","2","NY","New York","53","1111","19","13","50","266","761"
"2007","4","01/27/2007","3","OH","Toledo","8","101","1","0","4","17","79"
"2007","4","01/27/2007","5","DE","Wilimington","2","18","0","0","4","3","11"
"2007","4","01/27/2007","8","NV","Las Vegas","16","289","9","11","23","61","185"
"2007","7","02/17/2007","2","NY","New York","44","1078","14","17","49","230","767"
"2007","7","02/17/2007","3","IL","Peoria","5","62","2","0","2","12","46"
"2007","7","02/17/2007","3","MI","Detroit","12","193","11","5","17","70","90"
"2007","7","02/17/2007","4","MO","Saint Louis","5","39","0","7","5","11","16"
"2007","8","02/24/2007","2","NY","Rochester","15","135","3","1","8","30","93"
"2007","8","02/24/2007","4","MO","Saint Louis","3","94","4","4","12","22","52"
